onset	duration	trial	value	instruction
21236	5	1	1	rest
26158	2	1	2	ready
28154	6	1	3	task
34147	3	1	4	interval
36692	5	2	1	rest
41148	2	2	2	ready
43153	6	2	3	task
49150	3	2	4	interval
51683	5	3	1	rest
56154	2	3	2	ready
58154	6	3	3	task
64152	3	3	4	interval
66697	5	4	1	rest
71157	2	4	2	ready
73154	6	4	3	task
79150	3	4	4	interval
81634	5	5	1	rest
86153	2	5	2	ready
88153	6	5	3	task
94150	3	5	4	interval
96638	5	6	1	rest
101145	2	6	2	ready
103154	6	6	3	task
109149	3	6	4	interval
111631	5	7	1	rest
116155	2	7	2	ready
118151	6	7	3	task
124153	3	7	4	interval
126635	5	8	1	rest
131153	2	8	2	ready
133149	6	8	3	task
139149	3	8	4	interval
141655	5	9	1	rest
146160	2	9	2	ready
148151	6	9	3	task
154147	3	9	4	interval
156653	5	10	1	rest
161157	2	10	2	ready
163151	6	10	3	task
169147	3	10	4	interval
