onset	duration	trial	value	instruction
7066	5	1	1	rest
11986	2	1	2	ready
13974	6	1	3	task
19976	3	1	4	interval
22491	5	2	1	rest
26973	2	2	2	ready
28980	6	2	3	task
34970	3	2	4	interval
37511	5	3	1	rest
41984	2	3	2	ready
43976	6	3	3	task
49978	3	3	4	interval
52442	5	4	1	rest
56979	2	4	2	ready
58977	6	4	3	task
64977	3	4	4	interval
67505	5	5	1	rest
71984	2	5	2	ready
73973	6	5	3	task
79983	3	5	4	interval
82505	5	6	1	rest
86983	2	6	2	ready
88973	6	6	3	task
94976	3	6	4	interval
97749	4	7	1	rest
102019	2	7	2	ready
103974	6	7	3	task
109975	3	7	4	interval
112525	5	8	1	rest
116982	2	8	2	ready
118976	6	8	3	task
124977	3	8	4	interval
127450	5	9	1	rest
131981	2	9	2	ready
133971	6	9	3	task
139970	3	9	4	interval
142459	5	10	1	rest
146987	2	10	2	ready
148971	6	10	3	task
154973	3	10	4	interval
