onset	duration	trial	value	instruction
14869	5	1	1	rest
19797	2	1	2	ready
21785	6	1	3	task
27788	5	1	4	interval
33032	5	2	1	rest
38060	2	2	2	ready
39659	5	2	3	task
44808	3	2	4	interval
47269	4	3	1	rest
51617	2	3	2	ready
53191	5	3	3	task
58278	2	3	4	interval
60640	4	4	1	rest
65054	2	4	2	ready
66793	6	4	3	task
72790	3	4	4	interval
75403	4	5	1	rest
79794	2	5	2	ready
81792	6	5	3	task
87790	3	5	4	interval
90632	4	6	1	rest
95009	2	6	2	ready
96791	6	6	3	task
102788	3	6	4	interval
105396	4	7	1	rest
109793	2	7	2	ready
111786	6	7	3	task
117791	3	7	4	interval
120832	4	8	1	rest
125196	2	8	2	ready
126830	6	8	3	task
132791	3	8	4	interval
135741	4	9	1	rest
140086	2	9	2	ready
141789	6	9	3	task
147791	3	9	4	interval
150266	5	10	1	rest
154802	2	10	2	ready
156789	6	10	3	task
162786	5	10	4	interval
