onset	duration	trial	value	instruction
17130	5	1	1	rest
22073	2	1	2	ready
24070	6	1	3	task
30077	5	1	4	interval
35098	5	2	1	rest
39811	2	2	2	ready
41406	5	2	3	task
46518	2	2	4	interval
48912	4	3	1	rest
53282	2	3	2	ready
54845	5	3	3	task
60074	3	3	4	interval
62781	5	4	1	rest
67295	2	4	2	ready
69082	6	4	3	task
75075	3	4	4	interval
77681	4	5	1	rest
82075	2	5	2	ready
84081	6	5	3	task
90081	3	5	4	interval
92924	4	6	1	rest
97224	2	6	2	ready
99076	6	6	3	task
105078	3	6	4	interval
107649	4	7	1	rest
112086	2	7	2	ready
114073	6	7	3	task
120080	3	7	4	interval
122635	5	8	1	rest
127088	2	8	2	ready
129078	6	8	3	task
135075	3	8	4	interval
137696	4	9	1	rest
142072	2	9	2	ready
144079	6	9	3	task
150075	3	9	4	interval
152562	5	10	1	rest
157100	2	10	2	ready
159075	6	10	3	task
165076	5	10	4	interval
