onset	duration	trial	value	instruction
19097	5	1	1	rest
24067	2	1	2	ready
26056	6	1	3	task
32055	3	1	4	interval
34589	5	2	1	rest
39064	2	2	2	ready
41053	6	2	3	task
47053	3	2	4	interval
49604	4	3	1	rest
54051	2	3	2	ready
56052	6	3	3	task
62057	3	3	4	interval
64597	5	4	1	rest
69059	2	4	2	ready
71061	6	4	3	task
77059	3	4	4	interval
79535	5	5	1	rest
84054	2	5	2	ready
86055	6	5	3	task
92056	3	5	4	interval
94594	5	6	1	rest
99055	2	6	2	ready
101056	6	6	3	task
107060	3	6	4	interval
109587	5	7	1	rest
114054	2	7	2	ready
116055	6	7	3	task
122054	3	7	4	interval
124600	5	8	1	rest
129059	2	8	2	ready
131055	6	8	3	task
137053	3	8	4	interval
139550	5	9	1	rest
144064	2	9	2	ready
146055	6	9	3	task
152057	3	9	4	interval
154591	5	10	1	rest
159069	2	10	2	ready
161055	6	10	3	task
167053	3	10	4	interval
