onset	duration	trial	value	instruction
8072	5	1	1	rest
13001	2	1	2	ready
14999	6	1	3	task
21003	3	1	4	interval
24163	5	2	1	rest
28960	2	2	2	ready
30536	6	2	3	task
35999	3	2	4	interval
38495	5	3	1	rest
43007	2	3	2	ready
45002	6	3	3	task
51008	2	3	4	interval
53449	5	4	1	rest
58000	2	4	2	ready
60004	6	4	3	task
66004	2	4	4	interval
68359	5	5	1	rest
73006	2	5	2	ready
75007	6	5	3	task
81006	3	5	4	interval
83536	5	6	1	rest
88008	2	6	2	ready
90003	6	6	3	task
96005	2	6	4	interval
98315	5	7	1	rest
103008	2	7	2	ready
105004	6	7	3	task
110999	2	7	4	interval
113320	5	8	1	rest
118012	2	8	2	ready
120004	6	8	3	task
126003	2	8	4	interval
128330	5	9	1	rest
133012	2	9	2	ready
134998	6	9	3	task
141003	2	9	4	interval
143330	5	10	1	rest
148008	2	10	2	ready
150002	6	10	3	task
156002	3	10	4	interval
