onset	duration	trial	value	instruction
125597	5	1	1	rest
130528	2	1	2	ready
132522	6	1	3	task
138524	5	1	4	interval
143375	5	2	1	rest
148080	2	2	2	ready
149673	5	2	3	task
154727	2	2	4	interval
157167	4	3	1	rest
161303	2	3	2	ready
162840	6	3	3	task
168519	3	3	4	interval
171272	4	4	1	rest
175527	2	4	2	ready
177526	6	4	3	task
183521	3	4	4	interval
186115	4	5	1	rest
190531	2	5	2	ready
192523	6	5	3	task
198528	3	5	4	interval
201300	4	6	1	rest
205546	2	6	2	ready
207517	6	6	3	task
213519	3	6	4	interval
216036	5	7	1	rest
220518	2	7	2	ready
222525	6	7	3	task
228520	3	7	4	interval
230998	5	8	1	rest
235531	2	8	2	ready
237519	6	8	3	task
243515	3	8	4	interval
245994	5	9	1	rest
250524	2	9	2	ready
252520	6	9	3	task
258521	3	9	4	interval
261019	5	10	1	rest
265528	2	10	2	ready
267525	6	10	3	task
273518	5	10	4	interval
