onset	duration	trial	value	instruction
16709	5	1	1	rest
21623	2	1	2	ready
23623	6	1	3	task
29621	3	1	4	interval
32835	4	2	1	rest
37167	2	2	2	ready
38714	6	2	3	task
44620	3	2	4	interval
47152	5	3	1	rest
51625	2	3	2	ready
53623	6	3	3	task
59624	3	3	4	interval
62125	5	4	1	rest
66630	2	4	2	ready
68619	6	4	3	task
74619	3	4	4	interval
77119	5	5	1	rest
81628	2	5	2	ready
83622	6	5	3	task
89618	3	5	4	interval
92160	5	6	1	rest
96620	2	6	2	ready
98620	6	6	3	task
104619	3	6	4	interval
107166	5	7	1	rest
111632	2	7	2	ready
113624	6	7	3	task
119622	3	7	4	interval
122167	5	8	1	rest
126622	2	8	2	ready
128622	6	8	3	task
134623	3	8	4	interval
137113	5	9	1	rest
141625	2	9	2	ready
143618	6	9	3	task
149619	3	9	4	interval
152112	5	10	1	rest
156630	2	10	2	ready
158619	6	10	3	task
164619	3	10	4	interval
