onset	duration	trial	value	instruction
13732	5	1	1	rest
18678	2	1	2	ready
20664	6	1	3	task
26667	3	1	4	interval
29185	5	2	1	rest
33664	2	2	2	ready
35663	6	2	3	task
41666	3	2	4	interval
44140	5	3	1	rest
48671	2	3	2	ready
50663	6	3	3	task
56664	3	3	4	interval
59219	4	4	1	rest
63661	2	4	2	ready
65667	6	4	3	task
71670	3	4	4	interval
74138	5	5	1	rest
78663	2	5	2	ready
80664	6	5	3	task
86660	3	5	4	interval
89162	5	6	1	rest
93668	2	6	2	ready
95663	6	6	3	task
101666	3	6	4	interval
104202	5	7	1	rest
108669	2	7	2	ready
110665	6	7	3	task
116665	3	7	4	interval
119225	4	8	1	rest
123663	2	8	2	ready
125665	6	8	3	task
131659	3	8	4	interval
134162	5	9	1	rest
138665	2	9	2	ready
140666	6	9	3	task
146661	3	9	4	interval
149221	4	10	1	rest
153666	2	10	2	ready
155667	6	10	3	task
161663	3	10	4	interval
