onset	duration	trial	value	instruction
12594	5	1	1	rest
17507	2	1	2	ready
19494	6	1	3	task
25499	2	1	4	interval
27853	5	2	1	rest
32495	2	2	2	ready
34496	6	2	3	task
40501	2	2	4	interval
42821	5	3	1	rest
47505	2	3	2	ready
49496	6	3	3	task
55494	2	3	4	interval
57810	5	4	1	rest
62505	2	4	2	ready
64498	6	4	3	task
70500	2	4	4	interval
72811	5	5	1	rest
77497	2	5	2	ready
79498	6	5	3	task
85496	2	5	4	interval
87811	5	6	1	rest
92505	2	6	2	ready
94499	6	6	3	task
100495	2	6	4	interval
102822	5	7	1	rest
107509	2	7	2	ready
109500	6	7	3	task
115498	2	7	4	interval
117813	5	8	1	rest
122507	2	8	2	ready
124497	6	8	3	task
130498	2	8	4	interval
132811	5	9	1	rest
137496	2	9	2	ready
139497	6	9	3	task
145498	2	9	4	interval
147822	5	10	1	rest
152498	2	10	2	ready
154495	6	10	3	task
160495	2	10	4	interval
