onset	duration	trial	value	instruction
9687	5	1	1	rest
14614	2	1	2	ready
16603	6	1	3	task
22609	3	1	4	interval
25631	4	2	1	rest
29903	2	2	2	ready
31603	6	2	3	task
37607	3	2	4	interval
40204	4	3	1	rest
44604	2	3	2	ready
46601	6	3	3	task
52605	3	3	4	interval
55113	5	4	1	rest
59630	2	4	2	ready
61604	6	4	3	task
67605	3	4	4	interval
70067	5	5	1	rest
74603	2	5	2	ready
76602	6	5	3	task
82604	3	5	4	interval
85148	5	6	1	rest
89607	2	6	2	ready
91603	6	6	3	task
97603	3	6	4	interval
100139	5	7	1	rest
104602	2	7	2	ready
106604	6	7	3	task
112607	3	7	4	interval
115089	5	8	1	rest
119611	2	8	2	ready
121608	6	8	3	task
127607	3	8	4	interval
130144	5	9	1	rest
134611	2	9	2	ready
136606	6	9	3	task
142607	3	9	4	interval
145107	5	10	1	rest
149618	2	10	2	ready
151603	6	10	3	task
157603	3	10	4	interval
