onset	duration	trial	value	instruction
20910	5	1	1	rest
25855	2	1	2	ready
27853	6	1	3	task
33854	3	1	4	interval
36358	5	2	1	rest
40862	2	2	2	ready
42851	6	2	3	task
48868	3	2	4	interval
51347	5	3	1	rest
55861	2	3	2	ready
57851	6	3	3	task
63853	3	3	4	interval
66323	5	4	1	rest
70857	2	4	2	ready
72851	6	4	3	task
78852	3	4	4	interval
81337	5	5	1	rest
85856	2	5	2	ready
87856	6	5	3	task
93853	3	5	4	interval
96327	5	6	1	rest
100862	2	6	2	ready
102853	6	6	3	task
108852	3	6	4	interval
111388	5	7	1	rest
115861	2	7	2	ready
117856	6	7	3	task
123856	3	7	4	interval
126326	5	8	1	rest
130861	2	8	2	ready
132853	6	8	3	task
138852	3	8	4	interval
141347	5	9	1	rest
145860	2	9	2	ready
147854	6	9	3	task
153854	3	9	4	interval
156311	5	10	1	rest
160860	2	10	2	ready
162849	6	10	3	task
168854	3	10	4	interval
