onset	duration	trial	value	instruction
12350	5	1	1	rest
17265	2	1	2	ready
19263	6	1	3	task
25263	3	1	4	interval
27789	5	2	1	rest
32279	2	2	2	ready
34263	6	2	3	task
40265	3	2	4	interval
42785	5	3	1	rest
47264	2	3	2	ready
49266	6	3	3	task
55267	3	3	4	interval
57806	5	4	1	rest
62265	2	4	2	ready
64266	6	4	3	task
70261	3	4	4	interval
72811	5	5	1	rest
77268	2	5	2	ready
79261	6	5	3	task
85265	3	5	4	interval
87796	5	6	1	rest
92273	2	6	2	ready
94266	6	6	3	task
100264	3	6	4	interval
102819	4	7	1	rest
107261	2	7	2	ready
109267	6	7	3	task
115264	3	7	4	interval
117812	5	8	1	rest
122267	2	8	2	ready
124265	6	8	3	task
130265	3	8	4	interval
132743	5	9	1	rest
137262	2	9	2	ready
139260	6	9	3	task
145266	3	9	4	interval
147841	4	10	1	rest
152264	2	10	2	ready
154265	6	10	3	task
160264	3	10	4	interval
