onset	duration	trial	value	instruction
13621	5	1	1	rest
18573	2	1	2	ready
20564	6	1	3	task
26569	3	1	4	interval
29099	5	2	1	rest
33564	2	2	2	ready
35562	6	2	3	task
41563	3	2	4	interval
44058	5	3	1	rest
48571	2	3	2	ready
50566	6	3	3	task
56565	3	3	4	interval
59075	5	4	1	rest
63577	2	4	2	ready
65566	6	4	3	task
71566	3	4	4	interval
74065	5	5	1	rest
78565	2	5	2	ready
80568	6	5	3	task
86565	3	5	4	interval
89074	5	6	1	rest
93572	2	6	2	ready
95570	6	6	3	task
101565	3	6	4	interval
104080	5	7	1	rest
108578	2	7	2	ready
110566	6	7	3	task
116569	3	7	4	interval
119116	5	8	1	rest
123575	2	8	2	ready
125569	6	8	3	task
131568	3	8	4	interval
134105	5	9	1	rest
138573	2	9	2	ready
140566	6	9	3	task
146565	3	9	4	interval
149143	4	10	1	rest
153564	2	10	2	ready
155564	6	10	3	task
161566	3	10	4	interval
