onset	duration	trial	value	instruction
9630	5	1	1	rest
14562	2	1	2	ready
16564	6	1	3	task
22559	3	1	4	interval
25082	5	2	1	rest
29563	2	2	2	ready
31560	6	2	3	task
37560	3	2	4	interval
40099	5	3	1	rest
44561	2	3	2	ready
46564	6	3	3	task
52558	3	3	4	interval
55109	5	4	1	rest
59559	2	4	2	ready
61556	6	4	3	task
67561	3	4	4	interval
70094	5	5	1	rest
74573	2	5	2	ready
76558	6	5	3	task
82561	3	5	4	interval
85161	4	6	1	rest
89572	2	6	2	ready
91558	6	6	3	task
97563	3	6	4	interval
100064	5	7	1	rest
104578	2	7	2	ready
106560	6	7	3	task
112562	3	7	4	interval
115058	5	8	1	rest
119562	2	8	2	ready
121566	6	8	3	task
127560	3	8	4	interval
130072	5	9	1	rest
134557	2	9	2	ready
136561	6	9	3	task
142564	3	9	4	interval
145023	5	10	1	rest
149576	2	10	2	ready
151562	6	10	3	task
157567	3	10	4	interval
