onset	duration	trial	value	instruction
20657	5	1	1	rest
25579	2	1	2	ready
27580	6	1	3	task
33581	3	1	4	interval
36184	4	2	1	rest
40572	2	2	2	ready
42573	6	2	3	task
48576	3	2	4	interval
51128	5	3	1	rest
55586	2	3	2	ready
57575	6	3	3	task
63573	3	3	4	interval
66064	5	4	1	rest
70584	2	4	2	ready
72574	6	4	3	task
78573	3	4	4	interval
81074	5	5	1	rest
85574	2	5	2	ready
87575	6	5	3	task
93573	3	5	4	interval
96107	5	6	1	rest
100610	2	6	2	ready
102572	6	6	3	task
108574	3	6	4	interval
111078	5	7	1	rest
115570	2	7	2	ready
117577	6	7	3	task
123575	3	7	4	interval
126060	5	8	1	rest
130573	2	8	2	ready
132579	6	8	3	task
138572	3	8	4	interval
141074	5	9	1	rest
145574	2	9	2	ready
147576	6	9	3	task
153573	3	9	4	interval
156137	5	10	1	rest
160590	2	10	2	ready
162572	6	10	3	task
168577	3	10	4	interval
