onset	duration	trial	value	instruction
13406	5	1	1	rest
18354	2	1	2	ready
20347	6	1	3	task
26344	3	1	4	interval
28879	5	2	1	rest
33355	2	2	2	ready
35347	6	2	3	task
41345	3	2	4	interval
43909	5	3	1	rest
48359	2	3	2	ready
50350	6	3	3	task
56347	3	3	4	interval
58880	5	4	1	rest
63355	2	4	2	ready
65344	6	4	3	task
71342	3	4	4	interval
73905	5	5	1	rest
78355	2	5	2	ready
80347	6	5	3	task
86345	3	5	4	interval
88835	5	6	1	rest
93342	2	6	2	ready
95347	6	6	3	task
101350	3	6	4	interval
103894	5	7	1	rest
108347	2	7	2	ready
110343	6	7	3	task
116360	3	7	4	interval
119502	5	8	1	rest
123958	2	8	2	ready
125538	6	8	3	task
131349	3	8	4	interval
134304	4	9	1	rest
138514	2	9	2	ready
140347	6	9	3	task
146347	3	9	4	interval
148837	5	10	1	rest
153358	2	10	2	ready
155347	6	10	3	task
161341	3	10	4	interval
