onset	duration	trial	value	instruction
7218	5	1	1	rest
12149	2	1	2	ready
14146	6	1	3	task
20155	5	1	4	interval
25242	5	2	1	rest
29927	2	2	2	ready
31523	5	2	3	task
36573	2	2	4	interval
38976	4	3	1	rest
43194	2	3	2	ready
44776	5	3	3	task
50151	3	3	4	interval
52861	4	4	1	rest
57156	2	4	2	ready
59153	6	4	3	task
65148	3	4	4	interval
67731	4	5	1	rest
72158	2	5	2	ready
74154	6	5	3	task
80149	3	5	4	interval
83015	4	6	1	rest
87160	2	6	2	ready
89152	6	6	3	task
95151	3	6	4	interval
97645	5	7	1	rest
102163	2	7	2	ready
104151	6	7	3	task
110150	3	7	4	interval
112621	5	8	1	rest
117146	2	8	2	ready
119150	6	8	3	task
125149	3	8	4	interval
127646	5	9	1	rest
132154	2	9	2	ready
134149	6	9	3	task
140148	3	9	4	interval
142699	5	10	1	rest
147153	2	10	2	ready
149148	6	10	3	task
155154	5	10	4	interval
