onset	duration	trial	value	instruction
8539	5	1	1	rest
13493	2	1	2	ready
15475	6	1	3	task
21480	3	1	4	interval
24109	4	2	1	rest
28483	2	2	2	ready
30477	6	2	3	task
36479	3	2	4	interval
39670	4	3	1	rest
44087	2	3	2	ready
45650	6	3	3	task
51475	3	3	4	interval
54397	4	4	1	rest
58523	2	4	2	ready
60472	6	4	3	task
66476	3	4	4	interval
69024	5	5	1	rest
73478	2	5	2	ready
75477	6	5	3	task
81473	3	5	4	interval
84021	5	6	1	rest
88480	2	6	2	ready
90476	6	6	3	task
96475	3	6	4	interval
99042	4	7	1	rest
103488	2	7	2	ready
105478	6	7	3	task
111477	3	7	4	interval
114026	5	8	1	rest
118476	2	8	2	ready
120477	6	8	3	task
126474	3	8	4	interval
129039	4	9	1	rest
133483	2	9	2	ready
135479	6	9	3	task
141474	3	9	4	interval
143956	5	10	1	rest
148470	2	10	2	ready
150477	6	10	3	task
156477	3	10	4	interval
