onset	duration	trial	value	instruction
11559	5	1	1	rest
16482	2	1	2	ready
18469	6	1	3	task
24471	3	1	4	interval
26998	5	2	1	rest
31483	2	2	2	ready
33467	6	2	3	task
39466	3	2	4	interval
42005	5	3	1	rest
46476	2	3	2	ready
48472	6	3	3	task
54470	3	3	4	interval
57019	5	4	1	rest
61481	2	4	2	ready
63472	6	4	3	task
69471	3	4	4	interval
72020	5	5	1	rest
76486	2	5	2	ready
78472	6	5	3	task
84471	3	5	4	interval
86968	5	6	1	rest
91470	2	6	2	ready
93474	6	6	3	task
99472	3	6	4	interval
101951	5	7	1	rest
106470	2	7	2	ready
108471	6	7	3	task
114469	3	7	4	interval
117041	4	8	1	rest
121477	2	8	2	ready
123469	6	8	3	task
129470	3	8	4	interval
131957	5	9	1	rest
136471	2	9	2	ready
138471	6	9	3	task
144472	3	9	4	interval
146952	5	10	1	rest
151485	2	10	2	ready
153471	6	10	3	task
159474	3	10	4	interval
