onset	duration	trial	value	instruction
6825	5	1	1	rest
11756	2	1	2	ready
13740	6	1	3	task
19740	4	1	4	interval
24087	4	2	1	rest
28526	2	2	2	ready
30617	5	2	3	task
35788	2	2	4	interval
38193	4	3	1	rest
42575	2	3	2	ready
44104	6	3	3	task
49748	3	3	4	interval
52454	4	4	1	rest
56754	2	4	2	ready
58745	6	4	3	task
64747	3	4	4	interval
67404	4	5	1	rest
71748	2	5	2	ready
73742	6	5	3	task
79741	3	5	4	interval
82542	4	6	1	rest
86892	2	6	2	ready
88741	6	6	3	task
94744	3	6	4	interval
97266	5	7	1	rest
101755	2	7	2	ready
103742	6	7	3	task
109744	3	7	4	interval
112225	5	8	1	rest
116749	2	8	2	ready
118742	6	8	3	task
124745	3	8	4	interval
127246	5	9	1	rest
131741	2	9	2	ready
133740	6	9	3	task
139744	3	9	4	interval
142319	4	10	1	rest
146742	2	10	2	ready
148750	6	10	3	task
154742	4	10	4	interval
