onset	duration	trial	value	instruction
14976	5	1	1	rest
19946	2	1	2	ready
21932	6	1	3	task
27935	5	1	4	interval
33259	5	2	1	rest
38235	2	2	2	ready
39837	5	2	3	task
44964	3	2	4	interval
47458	4	3	1	rest
51780	2	3	2	ready
53407	5	3	3	task
58504	2	3	4	interval
60832	4	4	1	rest
65064	2	4	2	ready
66936	6	4	3	task
72932	3	4	4	interval
75531	4	5	1	rest
79940	2	5	2	ready
81931	6	5	3	task
87934	3	5	4	interval
90787	5	6	1	rest
95239	2	6	2	ready
96939	6	6	3	task
102932	3	6	4	interval
105520	4	7	1	rest
109947	2	7	2	ready
111939	6	7	3	task
117936	3	7	4	interval
120448	5	8	1	rest
124932	2	8	2	ready
126935	6	8	3	task
132938	3	8	4	interval
135499	4	9	1	rest
139934	2	9	2	ready
141936	6	9	3	task
147931	3	9	4	interval
150484	5	10	1	rest
154944	2	10	2	ready
156934	6	10	3	task
162932	5	10	4	interval
