onset	duration	trial	value	instruction
31970	5	1	1	rest
36910	2	1	2	ready
38910	6	1	3	task
44907	3	1	4	interval
47491	4	2	1	rest
51918	2	2	2	ready
53907	6	2	3	task
59910	3	2	4	interval
62458	5	3	1	rest
66908	2	3	2	ready
68909	6	3	3	task
74910	3	3	4	interval
77470	4	4	1	rest
81907	2	4	2	ready
83912	6	4	3	task
89904	3	4	4	interval
92420	5	5	1	rest
96908	2	5	2	ready
98904	6	5	3	task
104906	3	5	4	interval
107411	5	6	1	rest
111907	2	6	2	ready
113911	6	6	3	task
119911	3	6	4	interval
122479	4	7	1	rest
126912	2	7	2	ready
128909	6	7	3	task
134907	3	7	4	interval
137479	4	8	1	rest
141907	2	8	2	ready
143902	6	8	3	task
149906	3	8	4	interval
152381	5	9	1	rest
156916	2	9	2	ready
158906	6	9	3	task
164909	3	9	4	interval
167399	5	10	1	rest
171912	2	10	2	ready
173904	6	10	3	task
179906	3	10	4	interval
