onset	duration	trial	value	instruction
15069	5	1	1	rest
20025	2	1	2	ready
22016	6	1	3	task
28017	3	1	4	interval
30533	5	2	1	rest
35022	2	2	2	ready
37027	6	2	3	task
43019	3	2	4	interval
45583	4	3	1	rest
50023	2	3	2	ready
52019	6	3	3	task
58016	3	3	4	interval
60573	5	4	1	rest
65024	2	4	2	ready
67019	6	4	3	task
73018	3	4	4	interval
75823	4	5	1	rest
80150	2	5	2	ready
82020	6	5	3	task
88018	3	5	4	interval
90506	5	6	1	rest
95025	2	6	2	ready
97025	6	6	3	task
103019	3	6	4	interval
105504	5	7	1	rest
110029	2	7	2	ready
112020	6	7	3	task
118022	3	7	4	interval
120531	5	8	1	rest
125022	2	8	2	ready
127021	6	8	3	task
133027	3	8	4	interval
135526	5	9	1	rest
140019	2	9	2	ready
142021	6	9	3	task
148025	3	9	4	interval
150541	5	10	1	rest
155027	2	10	2	ready
157022	6	10	3	task
163024	3	10	4	interval
