onset	duration	trial	value	instruction
9600	5	1	1	rest
14527	2	1	2	ready
16526	6	1	3	task
22524	5	1	4	interval
27559	5	2	1	rest
32390	2	2	2	ready
34044	5	2	3	task
39020	2	2	4	interval
41395	4	3	1	rest
45585	2	3	2	ready
47136	5	3	3	task
52522	3	3	4	interval
55336	4	4	1	rest
59587	2	4	2	ready
61525	6	4	3	task
67520	3	4	4	interval
70142	4	5	1	rest
74530	2	5	2	ready
76523	6	5	3	task
82527	3	5	4	interval
85380	4	6	1	rest
89620	2	6	2	ready
91526	6	6	3	task
97524	3	6	4	interval
100088	4	7	1	rest
104525	2	7	2	ready
106522	6	7	3	task
112525	3	7	4	interval
115094	4	8	1	rest
119536	2	8	2	ready
121525	6	8	3	task
127525	3	8	4	interval
130016	5	9	1	rest
134532	2	9	2	ready
136522	6	9	3	task
142527	3	9	4	interval
145090	4	10	1	rest
149527	2	10	2	ready
151520	6	10	3	task
157520	5	10	4	interval
