onset	duration	trial	value	instruction
33998	5	1	1	rest
38946	2	1	2	ready
40936	6	1	3	task
46933	3	1	4	interval
49480	5	2	1	rest
53941	2	2	2	ready
55938	6	2	3	task
61936	3	2	4	interval
64494	4	3	1	rest
68933	2	3	2	ready
70930	6	3	3	task
76937	3	3	4	interval
79414	5	4	1	rest
83936	2	4	2	ready
85935	6	4	3	task
91934	3	4	4	interval
94505	4	5	1	rest
98942	2	5	2	ready
100932	6	5	3	task
106930	3	5	4	interval
109721	4	6	1	rest
113945	2	6	2	ready
115932	6	6	3	task
121933	3	6	4	interval
124450	5	7	1	rest
128935	2	7	2	ready
130934	6	7	3	task
136938	3	7	4	interval
139507	4	8	1	rest
143935	2	8	2	ready
145934	6	8	3	task
151932	3	8	4	interval
154449	5	9	1	rest
158932	2	9	2	ready
160934	6	9	3	task
166940	3	9	4	interval
169502	4	10	1	rest
173941	2	10	2	ready
175935	6	10	3	task
181936	3	10	4	interval
