onset	duration	trial	value	instruction
8727	5	1	1	rest
13655	2	1	2	ready
15653	6	1	3	task
21654	2	1	4	interval
24033	5	2	1	rest
28653	2	2	2	ready
30657	6	2	3	task
36653	2	2	4	interval
38976	5	3	1	rest
43649	2	3	2	ready
45653	6	3	3	task
51647	2	3	4	interval
53962	5	4	1	rest
58656	2	4	2	ready
60649	6	4	3	task
66655	2	4	4	interval
68962	5	5	1	rest
73661	2	5	2	ready
75647	6	5	3	task
81652	2	5	4	interval
83967	5	6	1	rest
88659	2	6	2	ready
90655	6	6	3	task
96649	2	6	4	interval
98983	5	7	1	rest
103654	2	7	2	ready
105651	6	7	3	task
111653	2	7	4	interval
113974	5	8	1	rest
118659	2	8	2	ready
120650	6	8	3	task
126651	2	8	4	interval
128956	5	9	1	rest
133658	2	9	2	ready
135648	6	9	3	task
141649	2	9	4	interval
143978	5	10	1	rest
148654	2	10	2	ready
150649	6	10	3	task
156650	2	10	4	interval
