onset	duration	trial	value	instruction
8942	5	1	1	rest
13870	2	1	2	ready
15860	6	1	3	task
21869	2	1	4	interval
24243	5	2	1	rest
28864	2	2	2	ready
30853	6	2	3	task
36856	2	2	4	interval
39178	5	3	1	rest
43866	2	3	2	ready
45857	6	3	3	task
51858	2	3	4	interval
54235	5	4	1	rest
58871	2	4	2	ready
60862	6	4	3	task
66859	2	4	4	interval
69182	5	5	1	rest
73854	2	5	2	ready
75858	6	5	3	task
81863	2	5	4	interval
84178	5	6	1	rest
88863	2	6	2	ready
90854	6	6	3	task
96855	2	6	4	interval
99181	5	7	1	rest
103861	2	7	2	ready
105862	6	7	3	task
111854	2	7	4	interval
114172	5	8	1	rest
118857	2	8	2	ready
120859	6	8	3	task
126864	2	8	4	interval
129166	5	9	1	rest
133871	2	9	2	ready
135857	6	9	3	task
141853	2	9	4	interval
144182	5	10	1	rest
148857	2	10	2	ready
150860	6	10	3	task
156854	2	10	4	interval
