onset	duration	trial	value	instruction
24530	5	1	1	rest
29460	2	1	2	ready
31450	6	1	3	task
37453	2	1	4	interval
39836	5	2	1	rest
44462	2	2	2	ready
46457	6	2	3	task
52450	2	2	4	interval
54767	5	3	1	rest
59470	2	3	2	ready
61446	6	3	3	task
67449	2	3	4	interval
69766	5	4	1	rest
74458	2	4	2	ready
76449	6	4	3	task
82450	2	4	4	interval
84768	5	5	1	rest
89457	2	5	2	ready
91455	6	5	3	task
97453	2	5	4	interval
99766	5	6	1	rest
104457	2	6	2	ready
106449	6	6	3	task
112453	2	6	4	interval
114784	5	7	1	rest
119468	2	7	2	ready
121455	6	7	3	task
127456	2	7	4	interval
129764	5	8	1	rest
134451	2	8	2	ready
136447	6	8	3	task
142450	2	8	4	interval
144765	5	9	1	rest
149461	2	9	2	ready
151448	6	9	3	task
157451	2	9	4	interval
159767	5	10	1	rest
164463	2	10	2	ready
166449	6	10	3	task
172450	2	10	4	interval
