name	x	y	z	impedance
E1	7.05836	-5.56273	-2.13833	9.43801743638683
E2	7.94136	-5.334	0.2371	3.81494990007498
E3	8.61151	-4.257	2.77296	5.53168797108429
E4	8.04222	-2.68245	5.31354	5.81010225994105
E5	6.33091	-1.63804	7.00984	6.25805566578864
E6	3.89585	-0	8.14682	7.86592805042946
E7	1.74142	1.41305	8.45875	9.31406930620652
E8	9.34083	-4.09179	-1.72351	13.7846919391188
E9	9.82549	-3.3556	0.750687	5.19058312589326
E10	9.61435	-2.39622	3.5151	3.74212374241652
E11	8.60698	-0	5.88719	4.01188254887109
E12	6.33091	1.63804	7.00984	5.66260783479042
E13	3.66109	2.67447	7.65927	8.6362380321796
E14	10.609	-1.984	-1.23837	6.92042885323111
E15	10.6507	-1.21058	1.24742	5.00433490584556
E16	10.1982	-0	3.52745	16.4403578598773
E17	10.5352	-0	-2.71023	13.2665895520297
E18	10.6507	1.21058	1.24742	13.1418422349014
E19	9.61435	2.39622	3.5151	12.2739531135291
E20	8.04222	2.68245	5.31354	10.1903639175204
E21	5.67672	3.7358	6.23543	28.8347517392188
E22	10.609	1.984	-1.23837	25.7212247712372
E23	9.82549	3.3556	0.750687	6.23806085552911
E24	8.61151	4.257	2.77296	12.9226277077992
E25	6.94583	4.72647	4.29259	11.9437148523142
E26	9.34083	4.09179	-1.72351	21.428265964708
E27	7.94136	5.334	0.2371	7.14375765739183
E28	6.37719	5.88862	2.05983	7.57190369521512
E29	4.58172	6.08477	4.04119	9.54692918432657
E30	3.01496	5.17735	6.17561	7.54914613842899
E31	0.976844000000001	3.90573	7.58964	10.4847289342049
E32	-1.22344	2.28818	8.35468	7.28252719770434
E33	7.05836	5.56273	-2.13833	4.91403778600246
E34	5.66018	6.28567	-0.325478	5.83777696177648
E35	3.71219	6.93929	1.96627	8.25189392324499
E36	2.25109	6.96513	3.83809	17.2409329631961
E37	0.279191000000001	6.20327	5.88833	7.86606835894833
E38	-1.83783	4.74906	7.20099	20.3189492534009
E39	4.49436	6.56444	-3.36122	4.41503657074936
E40	2.65809	7.18868	-0.876653	7.82530685689515
E41	1.34926	7.57948	1.26836	5.08809426155502
E42	-0.164728000000003	7.53633	2.96011	9.27377500743551
E43	-2.56096	6.50984	5.22143	36.8680747020958
E44	3.02934	6.57111	-6.21266	25.0893793046074
E45	1.52278	7.03162	-3.42515	6.08440547306734
E46	0.234217000000001	7.56327	-1.09244	7.7328496455428
E47	-1.46741	7.60231	1.03584	15.6816376101083
E48	-2.81422	7.31578	2.60868	29.4814012734207
E49	0.835981000000001	6.85902	-6.60769	404.220483050676
E50	-2.88101	7.34918	-1.38637	12.0287178768057
E51	-3.97624	7.07415	0.553357	14.5770652362374
E52	-4.94704	6.50248	3.10276	42.5229728296653
E53	-4.82594	5.07956	5.55724	25.0797521583747
E54	-4.19736	2.51032	7.58563	16.218167871822
E55	-3.20127	-3.92042505870645e-16	8.28249	17.5519588785438
E56	-3.59608	6.17315	-6.94128	31.3560625221065
E57	-4.02463	6.90343	-3.54669	27.2776895691668
E58	-5.20816	6.47645	-1.59903	19.6970257413561
E59	-6.31619	5.9853	0.766718	13.4267348611155
E60	-6.89084	4.81515	3.53716	14.8520953684017
E61	-6.50084	2.75579	5.69942	13.4280663833502
E62	-5.62431	-6.88779323891245e-16	7.10652	11.8910374029552
E63	-5.02163	5.39665	-6.61401	35.5532379599108
E64	-6.14775	5.86075	-3.4408	11.1963241415378
E65	-7.5274	4.9121	-1.54431	12.9878834012742
E66	-8.41313	3.9387	0.986116	10.2528782453858
E67	-8.20562	2.51978	3.5441	13.2251904988464
E68	-7.23943	-8.86574477715132e-16	5.62067	6.684754290957
E69	-6.94455	4.02983	-6.30024	8.047050510792
E70	-8.3235	3.70296	-3.37134	7.43838574814524
E71	-9.16834	2.84669000000001	-1.3147	16.153665438424
E72	-9.32289	1.99322	1.02896	22.5651020262897
E73	-8.85649	-1.08460721301805e-15	2.83601	6.39927645032949
E74	-8.43156	2.17486	-6.40705	9.77091047557952
