onset	duration	trial	value	instruction
48247	5	1	1	rest
53184	2	1	2	ready
55181	6	1	3	task
61172	3	1	4	interval
63856	4	2	1	rest
68178	2	2	2	ready
70179	6	2	3	task
76176	3	2	4	interval
78724	5	3	1	rest
83190	2	3	2	ready
85174	6	3	3	task
91174	3	3	4	interval
93717	5	4	1	rest
98183	2	4	2	ready
100174	6	4	3	task
106179	3	4	4	interval
108666	5	5	1	rest
113182	2	5	2	ready
115178	6	5	3	task
121178	3	5	4	interval
123722	5	6	1	rest
128173	2	6	2	ready
130172	6	6	3	task
136174	3	6	4	interval
138841	4	7	1	rest
143178	2	7	2	ready
145172	6	7	3	task
151173	3	7	4	interval
153749	4	8	1	rest
158186	2	8	2	ready
160179	6	8	3	task
166177	3	8	4	interval
168679	5	9	1	rest
173178	2	9	2	ready
175174	6	9	3	task
181176	3	9	4	interval
183726	5	10	1	rest
188182	2	10	2	ready
190173	6	10	3	task
196175	3	10	4	interval
