onset	duration	trial	value	instruction
12486	5	1	1	rest
17412	2	1	2	ready
19408	6	1	3	task
25406	3	1	4	interval
27963	4	2	1	rest
32411	2	2	2	ready
34405	6	2	3	task
40406	3	2	4	interval
42908	5	3	1	rest
47417	2	3	2	ready
49405	6	3	3	task
55410	3	3	4	interval
57913	5	4	1	rest
62410	2	4	2	ready
64407	6	4	3	task
70409	3	4	4	interval
72904	5	5	1	rest
77412	2	5	2	ready
79403	6	5	3	task
85406	3	5	4	interval
87906	5	6	1	rest
92413	2	6	2	ready
94406	6	6	3	task
100406	3	6	4	interval
102882	5	7	1	rest
107414	2	7	2	ready
109407	6	7	3	task
115408	3	7	4	interval
117892	5	8	1	rest
122416	2	8	2	ready
124407	6	8	3	task
130407	3	8	4	interval
132963	5	9	1	rest
137420	2	9	2	ready
139407	6	9	3	task
145407	3	9	4	interval
147920	5	10	1	rest
152413	2	10	2	ready
154407	6	10	3	task
160407	3	10	4	interval
