onset	duration	trial	value	instruction
20411	5	1	1	rest
25338	2	1	2	ready
27339	6	1	3	task
33338	3	1	4	interval
35956	4	2	1	rest
40347	2	2	2	ready
42338	6	2	3	task
48341	3	2	4	interval
50845	5	3	1	rest
55347	2	3	2	ready
57340	6	3	3	task
63340	3	3	4	interval
65888	5	4	1	rest
70347	2	4	2	ready
72344	6	4	3	task
78339	3	4	4	interval
80884	5	5	1	rest
85349	2	5	2	ready
87343	6	5	3	task
93337	3	5	4	interval
95893	5	6	1	rest
100354	2	6	2	ready
102345	6	6	3	task
108339	3	6	4	interval
111555	5	7	1	rest
116087	2	7	2	ready
117659	6	7	3	task
123341	3	7	4	interval
126296	4	8	1	rest
130426	2	8	2	ready
132338	6	8	3	task
138340	3	8	4	interval
140839	5	9	1	rest
145345	2	9	2	ready
147338	6	9	3	task
153342	3	9	4	interval
155893	4	10	1	rest
160339	2	10	2	ready
162341	6	10	3	task
168339	3	10	4	interval
