onset	duration	trial	value	instruction
14699	5	1	1	rest
19654	2	1	2	ready
21644	6	1	3	task
27643	3	1	4	interval
30167	5	2	1	rest
34652	2	2	2	ready
36640	6	2	3	task
42641	3	2	4	interval
45184	5	3	1	rest
49649	2	3	2	ready
51640	6	3	3	task
57654	3	3	4	interval
60153	5	4	1	rest
64653	2	4	2	ready
66640	6	4	3	task
72642	3	4	4	interval
75159	5	5	1	rest
79640	2	5	2	ready
81643	6	5	3	task
87644	3	5	4	interval
90157	5	6	1	rest
94650	2	6	2	ready
96646	6	6	3	task
102641	3	6	4	interval
105117	5	7	1	rest
109650	2	7	2	ready
111646	6	7	3	task
117651	3	7	4	interval
120132	5	8	1	rest
124644	2	8	2	ready
126641	6	8	3	task
132641	3	8	4	interval
135139	5	9	1	rest
139640	2	9	2	ready
141641	6	9	3	task
147643	3	9	4	interval
150140	5	10	1	rest
154645	2	10	2	ready
156644	6	10	3	task
162646	3	10	4	interval
