onset	duration	trial	value	instruction
7606	5	1	1	rest
12557	2	1	2	ready
14552	6	1	3	task
20552	5	1	4	interval
25872	5	2	1	rest
30775	2	2	2	ready
32373	5	2	3	task
37697	3	2	4	interval
40158	4	3	1	rest
44547	2	3	2	ready
46238	5	3	3	task
51458	2	3	4	interval
53745	4	4	1	rest
58143	2	4	2	ready
59723	6	4	3	task
65549	3	4	4	interval
68138	4	5	1	rest
72564	2	5	2	ready
74553	6	5	3	task
80553	3	5	4	interval
83436	4	6	1	rest
87710	2	6	2	ready
89552	6	6	3	task
95552	3	6	4	interval
98091	5	7	1	rest
102558	2	7	2	ready
104551	6	7	3	task
110551	3	7	4	interval
113081	5	8	1	rest
117564	2	8	2	ready
119551	6	8	3	task
125551	3	8	4	interval
128130	4	9	1	rest
132559	2	9	2	ready
134557	6	9	3	task
140551	3	9	4	interval
143108	5	10	1	rest
147562	2	10	2	ready
149554	6	10	3	task
155548	5	10	4	interval
