onset	duration	trial	value	instruction
14266	5	1	1	rest
19207	2	1	2	ready
21197	6	1	3	task
27201	4	1	4	interval
30727	4	2	1	rest
34947	2	2	2	ready
36502	6	2	3	task
42199	3	2	4	interval
44950	4	3	1	rest
49206	2	3	2	ready
51204	6	3	3	task
57206	3	3	4	interval
59908	4	4	1	rest
64204	2	4	2	ready
66197	6	4	3	task
72201	3	4	4	interval
74984	4	5	1	rest
79204	2	5	2	ready
81198	6	5	3	task
87197	3	5	4	interval
89823	4	6	1	rest
94211	2	6	2	ready
96200	6	6	3	task
102201	3	6	4	interval
104710	5	7	1	rest
109200	2	7	2	ready
111198	6	7	3	task
117202	3	7	4	interval
119755	5	8	1	rest
124207	2	8	2	ready
126198	6	8	3	task
132200	3	8	4	interval
134741	5	9	1	rest
139206	2	9	2	ready
141196	6	9	3	task
147197	3	9	4	interval
149706	5	10	1	rest
154194	2	10	2	ready
156194	6	10	3	task
162198	4	10	4	interval
