onset	duration	trial	value	instruction
18879	5	1	1	rest
23836	2	1	2	ready
25819	6	1	3	task
31825	3	1	4	interval
34346	5	2	1	rest
38835	2	2	2	ready
40819	6	2	3	task
46825	3	2	4	interval
49330	5	3	1	rest
53834	2	3	2	ready
55821	6	3	3	task
61820	3	3	4	interval
64348	5	4	1	rest
68832	2	4	2	ready
70822	6	4	3	task
76822	3	4	4	interval
79366	5	5	1	rest
83820	2	5	2	ready
85826	6	5	3	task
91824	3	5	4	interval
94357	5	6	1	rest
98823	2	6	2	ready
100821	6	6	3	task
106829	3	6	4	interval
109306	5	7	1	rest
113972	2	7	2	ready
115820	6	7	3	task
121821	3	7	4	interval
124348	5	8	1	rest
128837	2	8	2	ready
130823	6	8	3	task
136825	3	8	4	interval
139400	4	9	1	rest
143821	2	9	2	ready
145826	6	9	3	task
151831	3	9	4	interval
154303	5	10	1	rest
158913	2	10	2	ready
160820	6	10	3	task
166823	3	10	4	interval
