onset	duration	trial	value	instruction
43591	5	1	1	rest
48541	2	1	2	ready
50534	6	1	3	task
56531	3	1	4	interval
59059	5	2	1	rest
63536	2	2	2	ready
65533	6	2	3	task
71533	3	2	4	interval
74028	5	3	1	rest
78533	2	3	2	ready
80535	6	3	3	task
86534	3	3	4	interval
89086	5	4	1	rest
93559	2	4	2	ready
95531	6	4	3	task
101533	3	4	4	interval
104013	5	5	1	rest
108535	2	5	2	ready
110535	6	5	3	task
116531	3	5	4	interval
119017	5	6	1	rest
123540	2	6	2	ready
125531	6	6	3	task
131535	3	6	4	interval
134081	5	7	1	rest
138544	2	7	2	ready
140534	6	7	3	task
146530	3	7	4	interval
149019	5	8	1	rest
153545	2	8	2	ready
155537	6	8	3	task
161541	3	8	4	interval
164018	5	9	1	rest
168555	2	9	2	ready
170535	6	9	3	task
176531	3	9	4	interval
179076	5	10	1	rest
183549	2	10	2	ready
185535	6	10	3	task
191531	3	10	4	interval
