onset	duration	trial	value	instruction
27181	5	1	1	rest
32127	2	1	2	ready
34115	6	1	3	task
40116	5	1	4	interval
45027	5	2	1	rest
50060	2	2	2	ready
51664	5	2	3	task
56866	3	2	4	interval
59429	5	3	1	rest
63889	2	3	2	ready
65538	5	3	3	task
70622	2	3	4	interval
73003	4	4	1	rest
77443	2	4	2	ready
79117	6	4	3	task
85114	3	4	4	interval
87702	4	5	1	rest
92117	2	5	2	ready
94119	6	5	3	task
100116	3	5	4	interval
102944	4	6	1	rest
107302	2	6	2	ready
109117	6	6	3	task
115115	3	6	4	interval
117640	5	7	1	rest
122123	2	7	2	ready
124120	6	7	3	task
130119	3	7	4	interval
132684	4	8	1	rest
137114	2	8	2	ready
139114	6	8	3	task
145116	3	8	4	interval
147649	5	9	1	rest
152112	2	9	2	ready
154117	6	9	3	task
160117	3	9	4	interval
162640	5	10	1	rest
167129	2	10	2	ready
169119	6	10	3	task
175121	5	10	4	interval
