onset	duration	trial	value	instruction
14359	5	1	1	rest
19277	2	1	2	ready
21268	6	1	3	task
27268	2	1	4	interval
29622	5	2	1	rest
34274	2	2	2	ready
36266	6	2	3	task
42270	2	2	4	interval
44570	5	3	1	rest
49272	2	3	2	ready
51267	6	3	3	task
57272	2	3	4	interval
59572	5	4	1	rest
64267	2	4	2	ready
66272	6	4	3	task
72269	2	4	4	interval
74567	5	5	1	rest
79281	2	5	2	ready
81268	6	5	3	task
87265	2	5	4	interval
89580	5	6	1	rest
94269	2	6	2	ready
96271	6	6	3	task
102270	2	6	4	interval
104575	5	7	1	rest
109275	2	7	2	ready
111267	6	7	3	task
117273	2	7	4	interval
119583	5	8	1	rest
124271	2	8	2	ready
126270	6	8	3	task
132272	2	8	4	interval
134570	5	9	1	rest
139266	2	9	2	ready
141265	6	9	3	task
147268	2	9	4	interval
149571	5	10	1	rest
154275	2	10	2	ready
156265	6	10	3	task
162268	2	10	4	interval
